"id","name","abbreviation","if","if5","sci","casup","casbase","publisher","issn","eissn","official_url","rss_url"
"1585","Journal of Applied Ecology","J. Appl. Ecol.","4.8","6.1","1","环境科学与生态学1区","环境科学与生态学2区","Wiley","0021-8901","1365-2664",,"https://onlinelibrary.wiley.com/feed/13652664/most-recent"
"1586","Chemosphere","Chemosphere",,,"0",,"环境科学与生态学2区","Elsevier","0045-6535","1879-1298",,"https://rss.sciencedirect.com/publication/science/00456535"
"1587","Biomaterials Research","Biomater. Res.","9.6","12.5","1","医学2区",,,"2055-7124",,,
"1588","Composites Science and Technology","Compos. Sci. Technol.","9.8","9.3","1","材料科学2区","工程技术1区","Elsevier","0266-3538",,,"https://rss.sciencedirect.com/publication/science/02663538"
"1589","Land Use Policy","Land Use Policy","5.9","6.9","0","社会学1区",,"Elsevier","0264-8377",,,"https://rss.sciencedirect.com/publication/science/02648377"
"1590","European Journal of International Relations","Eur. J. Int. Relat.","2.9","4","0","社会学1区",,"SAGE","1354-0661",,,
"1591","Journal of School Psychology","J. Sch. Psychol.","4.1","6.1","0","心理学1区",,"Elsevier","0022-4405","1873-3506",,"https://rss.sciencedirect.com/publication/science/00224405"
"1592","Knee Surgery and Related Research","Knee Surg. Relat. Res.","4.4","3.8","0","医学1区",,"Springer Nature","2234-0726","2234-2451",,
"1593","Microsystems and Nanoengineering","Microsyst. Nanoeng.","9.9","9.6","1","工程技术1区","工程技术1区","Springer Nature","2055-7434",,"https://www.nature.com/micronano/research-articles","https://www.nature.com/micronano.rss"
"1594","Swarm and Evolutionary Computation","Swarm Evol. Comput.","8.5","8.8","1","计算机科学2区","工程技术2区","Elsevier","2210-6502",,,"https://rss.sciencedirect.com/publication/science/22106502"
"1595","Journal of the American Geriatrics Society","J. Am. Geriatr. Soc.","4.5","5.3","1","医学2区","医学2区","Wiley","0002-8614","1532-5415",,"https://onlinelibrary.wiley.com/feed/15325415/most-recent"
"1596","Tumour Virus Research","Tumour Virus Res.","8.1","7.4","0","医学2区",,"Elsevier","2666-6790",,,"https://rss.sciencedirect.com/publication/science/26666790"
"1597","Mammal Review","Mammal Rev.","4.4","5.8","1","生物学2区","生物3区","Wiley","0305-1838","1365-2907",,"https://onlinelibrary.wiley.com/feed/13652907/most-recent"
"1598","Social Psychiatry and Psychiatric Epidemiology","Soc. Psychiatry Psychiatr. Epidemiol.","3.5","4.5","1","医学2区","医学3区",,"1433-9285","0933-7954",,
"1599","Tourism Review","Tour. Rev.","7.9","7.6","0","管理学2区",,"Emerald","1759-8451","1660-5373",,
"1600","Journal of Intelligent and Connected Vehicles","J. Intell. Connect. Veh.","7.8",,"0",,,,"2399-9802",,,
"1601","Journal of Product and Brand Management","J. Prod. Brand Manag.","5.7","7.1","0","管理学2区",,"Emerald Publishing","1061-0421",,,
"1602","Journal of Colloid and Interface Science","J. Colloid Interface Sci.","9.7","8.9","1","化学1区","化学1区","Elsevier","1095-7103","0021-9797",,"https://rss.sciencedirect.com/publication/science/00219797"
"1603","Journal of Interactive Advertising","J. Interact. Advert.",,,"0",,,"Taylor & Francis","1525-2019",,"https://www.tandfonline.com/journals/ujia20","https://www.tandfonline.com/feed/rss/ujia20"
"1604","Journal of Materials Processing Technology","J. Mater. Process. Technol.","7.5","7.1","1","工程技术1区","工程技术2区","Elsevier","0924-0136","1873-4774",,"https://rss.sciencedirect.com/publication/science/09240136"
"1605","mBio","mBio","4.7","5.5","1","生物学2区","生物2区",,"2161-2129","2150-7511",,
"1606","Publications of the Astronomical Society of Australia","Publ. Astron. Soc. Aust.","4.6","6","1","物理与天体物理4区","地学天文2区","Cambridge","1323-3580","1448-6083",,
"1607","CNS Drugs","CNS Drugs","7.4","7","1","医学1区","医学2区",,"1179-1934","1172-7047",,
"1608","Advances in Neural Information Processing Systems","Adv. Neural Inf. Process. Syst.",,,"0",,,,"1049-5258",,,
"1609","Matrix Biology","Matrix Biol.","4.8","6.7","1","生物学1区","生物1区","Elsevier","1569-1802","0945-053X",,"https://rss.sciencedirect.com/publication/science/0945053X"
"1610","JMIR Mental Health","JMIR Ment. Health","5.8","5.8","1","医学2区","医学3区",,"2368-7959",,,
"1611","Journal of Genetics and Genomics","J. Genet. Genom.","7.1","6.4","1","生物学1区","生物2区",,"1673-8527","1873-5533",,
"1612","Mutation Research - Reviews in Mutation Research","Mutat. Res. - Rev. Mutat. Res.","4.2","6.3","1","医学2区","生物2区","Elsevier","1388-2139","1383-5742",,"https://rss.sciencedirect.com/publication/science/13835742"
"1613","Urban Education","Urban Educ.","1.7","2.6","0","教育学3区",,"SAGE","0042-0859","1552-8340",,
"1614","Gynecologic Oncology","Gynecol. Oncol.","4.1","4.4","1","医学2区","医学2区","Elsevier","0090-8258","1095-6859",,"https://rss.sciencedirect.com/publication/science/00908258"
"1615","Human Genetics and Genomics Advances","Hum. Genet. Genom. Adv.","3.6","3.8","0","生物学2区",,"Elsevier","2666-2477",,,"https://rss.sciencedirect.com/publication/science/26662477"
"1617","Emerging Infectious Diseases","Emerg. Infect. Dis.","6.6","6.4","1","医学2区","医学2区",,"1080-6040","1080-6059",,
"1618","Labour Economics","Labour Econ.","2.6","3.1","0","经济学2区",,"Elsevier","0927-5371",,,"https://rss.sciencedirect.com/publication/science/09275371"
"1619","Computers and Geotechnics","Comput. Geotech.","6.2","6.3","1","工程技术1区","工程技术2区","Elsevier","0266-352X","1873-7633",,"https://rss.sciencedirect.com/publication/science/0266352X"
"1620","Journal of Clinical Microbiology","J. Clin. Microbiol.","5.4","5.5","1","医学2区","医学2区",,"1098-660X","0095-1137",,
"1621","Sustainable Horizons","Sustain. Horiz.","7.7","7.7","0",,,"Elsevier","2772-7378",,,"https://rss.sciencedirect.com/publication/science/27727378"
"1622","Journal of Clinical Child and Adolescent Psychology","J. Clin. Child Adolesc. Psychol.","4.4","5","0","心理学1区",,"Taylor & Francis","1537-4424","1537-4416","https://www.tandfonline.com/journals/hcap20","https://www.tandfonline.com/feed/rss/hcap20"
"1623","Engineered Regeneration","Eng. Regen.",,,"0",,,"KeAi","2666-1381",,,
"1624","Journal of Economic Growth","J. Econ. Growth","2.9","3.8","0","经济学2区",,"Springer Nature","1573-7020","1381-4338",,
"1625","Seminars in Arthritis and Rheumatism","Semin. Arthritis Rheum.","4.4","5","1","医学2区","医学2区","Elsevier","0049-0172","1532-866X",,"https://rss.sciencedirect.com/publication/science/00490172"
"1626","Economic Analysis and Policy","Econ. Anal. Policy","8.7","7.6","0","经济学2区",,"Elsevier","2204-2296",,,
"1627","Journal of Business Venturing Insights","J. Bus. Ventur. Insights",,,"0",,,"Elsevier","2352-6734",,,"https://rss.sciencedirect.com/publication/science/23526734"
"1628","Physiology","Physiology","10.3","10.3","1","医学2区","医学2区",,"1548-9213","1548-9221",,
"1629","Journal of Thrombosis and Haemostasis","J. Thromb. Haemost.","5","5.6","1","医学1区","医学2区","Elsevier","1538-7836","1538-7933",,"https://rss.sciencedirect.com/publication/science/15387836"
"1630","Constructive Approximation","Constr. Approx.","1.2","1.8","1","数学3区","数学3区","Springer Nature","1432-0940","0176-4276",,
"1631","Metacognition and Learning","Metacognition Learn.","4.8","4.9","0","教育学1区",,"Springer Nature","1556-1631","1556-1623",,
"1632","Selecta Mathematica, New Series","Sel. Math. New Ser.","1.2","1.4","1","数学2区","数学3区",,"1022-1824",,,
"1633","Archives of Pharmacal Research","Arch. Pharmacal Res.","7.5","6.7","1","医学2区","医学3区",,"1976-3786","0253-6269",,
"1634","International Journal of Project Management","Int. J. Proj. Manag.","7.5","8.9","0","管理学1区",,"Elsevier","0263-7863",,,"https://rss.sciencedirect.com/publication/science/02637863"
"1635","Tourism Management Perspectives","Tour. Manag. Perspect.","6.9","8.3","0","管理学2区",,"Elsevier","2211-9736",,,"https://rss.sciencedirect.com/publication/science/22119736"
"1636","Reviews of Environmental Contamination and Toxicology","Rev. Environ. Contam. Toxicol.","6.6","6.7","1","环境科学与生态学3区","环境科学与生态学2区","Springer Nature","0179-5953",,,
"1637","Critical Reviews in Biotechnology","Crit. Rev. Biotechnol.","7.7","10.1","1","生物学2区","工程技术2区","Informa Healthcare","1549-7801","0738-8551",,
"1638","Molecular Therapy Methods and Clinical Development","Mol. Ther. Methods Clin. Dev.","4.7","5","2","医学2区","医学2区","Elsevier","2329-0501",,,"https://rss.sciencedirect.com/publication/science/23290501"
"1639","Scientific Data","Sci. Data","6.9","8.7","1","综合性期刊2区","综合性期刊2区","Springer Nature","2052-4463",,"https://www.nature.com/sdata/research-articles","https://www.nature.com/sdata.rss"
"1640","Journal of Modern Dynamics","J. Mod. Dyn.","1","0.9","2","数学2区","数学4区",,"1930-5311","1930-532X",,
"1641","Environmental Chemistry and Ecotoxicology","Environ. Chem. Ecotoxicol.","8.2","9","0","环境科学与生态学1区",,"KeAi","2590-1826",,,
"1642","Current Opinion in Biotechnology","Curr. Opin. Biotechnol.","7","8.3","1","生物学2区","工程技术1区","Elsevier","1879-0429","0958-1669",,"https://rss.sciencedirect.com/publication/science/09581669"
"1643","Ambio","Ambio","5.1","6.5","1","环境科学与生态学2区","环境科学与生态学2区","Springer Nature","1654-7209","0044-7447",,
"1644","Philosophy and Technology","Philos. Technol.",,,"0",,,"Springer Nature","2210-5433","2210-5441",,
"1645","TESOL Quarterly","TESOL Q.","3.9","4.5","0","文学1区",,"Wiley","0039-8322","1545-7249",,"https://onlinelibrary.wiley.com/feed/15457249/most-recent"
"1646","Brain Communications","Brain Commun.","4.5","4.7","0","医学2区",,"Oxford","2632-1297",,,
"1647","European Journal of Immunology","Eur. J. Immunol.","3.7","4.6","2","医学3区","医学2区","Wiley","0014-2980","1521-4141",,"https://onlinelibrary.wiley.com/feed/15214141/most-recent"
"1648","European Urology Focus","Eur. Urol. Focus","5.6","5.2","1","医学2区","医学2区","Elsevier","2405-4569",,,"https://rss.sciencedirect.com/publication/science/24054569"
"1649","Contemporary Security Policy","Contemp. Secur. Policy","5","4.6","0","社会学1区",,"Taylor & Francis","1743-8764","1352-3260","https://www.tandfonline.com/journals/fcsp20","https://www.tandfonline.com/feed/rss/fcsp20"
"1650","Journal of Engineering Education","J. Eng. Educ.","3.4","4.8","1","教育学2区","工程技术3区","Wiley","1069-4730","2168-9830",,"https://onlinelibrary.wiley.com/feed/21689830/most-recent"
"1651","Nutrition Reviews","Nutr. Rev.","4.9","6.9","1","医学2区","医学2区","Oxford","0029-6643","1753-4887",,
"1652","Building and Environment","Build. Environ.","7.6","7.9","1","工程技术1区","工程技术2区","Elsevier","0360-1323",,,"https://rss.sciencedirect.com/publication/science/03601323"
"1653","Harvard Kennedy School Misinformation Review","Harv. Kennedy Sch. Misinformation Rev.",,,"0",,,,"2766-1652",,,
"1654","IEEE Transactions on Circuits and Systems for Video Technology","IEEE Trans. Circuits Syst. Video Technol.","11.1","9.8","1","计算机科学1区","工程技术2区","IEEE","1051-8215",,,
"1655","Journal of Adolescent Health","J. Adolesc. Health","4.5","5.9","1","医学2区","医学2区","Elsevier","1054-139X","1879-1972",,"https://rss.sciencedirect.com/publication/science/1054139X"
"1656","Current Pollution Reports","Curr. Pollut. Rep.","8.1","9","1","环境科学与生态学2区","环境科学与生态学2区","Springer Nature","2198-6592",,,
"1657","Value in Health","Value Health","6","5.7","1","医学2区","医学2区","Elsevier","1098-3015","1524-4733",,"https://rss.sciencedirect.com/publication/science/10983015"
"1658","Language Teaching","Lang. Teach.","5.1","5.8","0","文学2区",,"Cambridge","0261-4448","1475-3049",,
"1659","ACS ES and T Engineering","ACS ES T Eng.","6.7","7.3","0","环境科学与生态学3区",,"American Chemical Society","2690-0645",,,"https://pubs.acs.org/action/showFeed?type=axatoc&feed=rss&jc=aeecco"
"1660","Expert Systems with Applications","Expert Syst. Appl.","7.5","7.8","1","计算机科学1区","工程技术2区","Elsevier","0957-4174",,,"https://rss.sciencedirect.com/publication/science/09574174"
"1661","Journal of Research on Technology in Education","J. Res. Technol. Educ.","5","5.9","0","教育学3区",,"Taylor & Francis","1945-0818","1539-1523","https://www.tandfonline.com/journals/ujrt20","https://www.tandfonline.com/feed/rss/ujrt20"
"1662","Soil and Tillage Research","Soil Tillage Res.","6.8","7.8","1","农林科学1区","农林科学1区","Elsevier","0167-1987",,,"https://rss.sciencedirect.com/publication/science/01671987"
"1663","Cognitive Robotics","Cogn. Robot.",,,"0",,,"KeAi","2667-2413",,,
"1664","IEEE Open Journal of Power Electronics","IEEE Open J. Power Electron.","3.9","5.1","0","工程技术3区",,"IEEE","2644-1314",,,
"1665","IEEE Computational Intelligence Magazine","IEEE Comput. Intell. Mag.","11.2","9.3","1","计算机科学2区","工程技术1区","IEEE","1556-603X",,,
"1666","Current Opinion in Green and Sustainable Chemistry","Curr. Opin. Green Sustain. Chem.","9.4","9.7","1","化学2区","化学2区","Elsevier","2452-2236",,,"https://rss.sciencedirect.com/publication/science/24522236"
"1667","Academy of Management Learning and Education","Acad. Manag. Learn. Educ.","5.2","6","0","管理学2区",,,"1537-260X",,,
"1668","Journal of Algebraic Geometry","J. Algebr. Geom.","1.1","1.3","0","数学2区","数学3区",,"1056-3911","1534-7486",,
"1669","ChemSusChem","ChemSusChem","6.6","7.7","1","化学2区","化学1区","Wiley","1864-564X","1864-564X",,"https://onlinelibrary.wiley.com/feed/1864564X/most-recent"
"1670","Mathematics of Computation","Math. Comput.","2.1","2.2","1","数学1区","数学2区",,"0025-5718","1088-6842",,
"1671","Open Biology","Open Biol.","3.6","5.9","2","生物学2区","生物2区",,"2046-2441",,,
"1672","American Journal of Respiratory Cell and Molecular Biology","Am. J. Respir. Cell Mol. Biol.","5.3","5.9","1","医学2区","医学2区",,"1044-1549","1535-4989",,
"1673","Smart Materials in Manufacturing","Smart Mater. Manuf.",,,"0",,,"KeAi","2772-8102",,,
"1674","Biology and Fertility of Soils","Biol. Fertil. Soils","5.6","6.4","1","农林科学2区","农林科学1区","Springer Nature","1432-0789","0178-2762",,
"1675","Cities","Cities","6.6","7.5","0","经济学1区",,"Elsevier","0264-2751",,,"https://rss.sciencedirect.com/publication/science/02642751"
"1676","Clinical Oral Implants Research","Clin. Oral Implants Res.","5.3","5.5","1","医学1区","医学2区",,"1600-0501","0905-7161",,
"1677","Journal of Dental Research","J. Dent. Res.","5.9","7.3","1","医学1区","医学2区","SAGE","0022-0345",,,
"1678","Journal of Law and Economics","J. Law Econ.","1.5","2.5","0","社会学3区",,"University of Chicago","1537-5285","0022-2186",,
"1679","Diagnostic and Interventional Imaging","Diagn. Interv. Imaging","8.1","5.6","1","医学2区","医学3区","Elsevier","2211-5684",,,"https://rss.sciencedirect.com/publication/science/22115684"
"1680","Habitat International","Habitat Int.","7","7.5","0","经济学1区",,"Elsevier","0197-3975",,,"https://rss.sciencedirect.com/publication/science/01973975"
"1681","Artificial Intelligence","Artif. Intell.","4.6","6.4","2","计算机科学2区","工程技术2区","Elsevier","0004-3702",,,"https://rss.sciencedirect.com/publication/science/00043702"
"1682","HemaSphere","HemaSphere","14.6","10.8","1","医学3区",,"Wiley","2572-9241","2572-9241",,"https://onlinelibrary.wiley.com/feed/25729241/most-recent"
"1683","International Journal of Fatigue","Int. J. Fatigue","6.8","6.5","1","材料科学2区","工程技术2区","Elsevier","0142-1123",,,"https://rss.sciencedirect.com/publication/science/01421123"
"1684","Chest","Chest","9.2","9.3","1","医学1区","医学1区","Elsevier","0012-3692","1931-3543",,"https://rss.sciencedirect.com/publication/science/00123692"
"1685","Clinical Science","Clin. Sci.","7.7","6.4","1","医学2区","医学2区",,"1470-8736","0143-5221",,
"1686","Computers and Electronics in Agriculture","Comput. Electron. Agric.","8.9","9.3","1","农林科学1区","农林科学2区","Elsevier","0168-1699",,,"https://rss.sciencedirect.com/publication/science/01681699"
